encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb
cnnpff,device:MotionSense:10,192,1,5,1,MotionSense,0.1748046875,0.053951896057159214,0.18489583333333334,0.056252048508685676,5.5629730224609375,5.5629730224609375
cnnpff,device:MotionSense:10,192,1,5,2,MotionSense,0.3115234375,0.2407659791165108,0.22916666666666666,0.15806171208265954,5.5629730224609375,5.5629730224609375
cnnpff,device:MotionSense:10,192,1,5,3,MotionSense,0.4228515625,0.37159757625988693,0.3307291666666667,0.28977804501833593,5.5629730224609375,5.5629730224609375
cnnpff,device:MotionSense:10,192,1,5,4,MotionSense,0.4951171875,0.44133367076052155,0.3619791666666667,0.3155530041259513,5.5629730224609375,5.5629730224609375
cnnpff,device:MotionSense:10,192,1,5,5,MotionSense,0.6015625,0.5620148437727902,0.421875,0.3804269636291428,5.5629730224609375,5.5629730224609375
cnnpff,device:MotionSense:10,192,1,5,6,MotionSense,0.7216796875,0.6720651828739671,0.5234375,0.4532189091618319,5.5629730224609375,5.5629730224609375
cnnpff,device:MotionSense:10,192,1,5,7,MotionSense,0.7314453125,0.6809199179129143,0.5338541666666666,0.46068234649715084,5.5629730224609375,5.5629730224609375
cnnpff,device:MotionSense:10,192,1,5,8,MotionSense,0.7373046875,0.6875039279578142,0.53125,0.44843678887817257,5.5629730224609375,5.5629730224609375
cnnpff,device:MotionSense:10,192,1,5,9,MotionSense,0.73046875,0.6800119985420402,0.5494791666666666,0.4682916935908977,5.5629730224609375,5.5629730224609375
cnnpff,device:MotionSense:10,192,1,5,10,MotionSense,0.7353515625,0.6846478419139498,0.5572916666666666,0.4749562576396619,5.5629730224609375,5.5629730224609375
cnnpff,device:MotionSense:10,192,1,5,11,MotionSense,0.7978515625,0.7997549237810949,0.6380208333333334,0.5927169310631744,5.5629730224609375,5.5629730224609375
